listing_id,update_time,YEAR,listing_name,location_address,COUNTY,STATE,orgnization,orgnization_1,orgnization_2,orgnization_3,orgnization_4,orgnization_888,orgnization_1_desc,orgnization_2_desc,orgnization_3_desc,orgnization_4_desc,orgnization_other_desc,listing_desc,location_x,location_y,location_desc,location_site,location_site_otherdesc,location_indoor,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_888,specialproductionmethods_other_desc,saleschannel_onlineorder,saleschannel_onlineorder_1,saleschannel_onlineorder_2,saleschannel_onlineorder_3,saleschannel_onlineorder_2_desc,saleschannel_onlineorder_3_desc,saleschannel_onlineorder_other_desc,saleschannel_phoneorder,saleschannel_csaorder,saleschannel_csaorder_1,saleschannel_csaorder_2,saleschannel_csaorder_3,saleschannel_csaorder_1_desc,saleschannel_csaorder_2_desc,saleschannel_csaorder_3_desc,saleschannel_csa_vendor,saleschannel_csa_vendor_1,saleschannel_csa_vendor_2,saleschannel_deliverymethod,saleschannel_deliverymethod_1,saleschannel_deliverymethod_2,saleschannel_deliverymethod_3,saleschannel_deliverymethod_2_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_4,FNAP_5,FNAP_888,SNAP_option,SNAP_option_1,SNAP_option_2,FNAP_3_desc,webscriping,bulktable_id,bulktable_row_id
301364,1/4/2021,2021,Ludington Farmer's Market,"LUDINGTON, Michigan 49431",Mason County,Michigan,,,,,,,,,,,,,-86.447744,43.955713,North James Street Plaza,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301365,1/4/2021,2021,Weymouth Farmers Market,"1 Wildcat Way, Weymouth, Massachusetts 02190",Norfolk County,Massachusetts,,,,,,,,,,,,,-70.941897,42.181987,Weymouth High School parking lot,Educational institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,
301366,1/5/2021,2021,Dillsboro Farmers Market,"12921 North Street, Dillsboro, Indiana 47018",Dearborn County,Indiana,,,,,,,,,,,,,-85.059414,39.018037,Corner of Bank & North Streets,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301367,1/5/2021,2021,Broome County Regional Farmers Market,"840 Upper Front St, Binghamton, New York 13905",Broome County,New York,,,,,,,,,,,,,-75.904648,42.129759,Next to Applebee's on the Cornell Cooperative Extension campus,,Our Market Building,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301369,1/10/2021,2021,Kamuela Farmers Market,"67-139 Pukalani Road, Kamuela, Hawaii 96727",Hawaii County,Hawaii,,,,,,,,,,,,,-155.66266,20.017794,At the intersection of Pukalani Road and Alo Ohia Street,,Pukalani Stables,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,0,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301370,1/10/2021,2021,Batesville Farmers Market,"Main and Boehringer Street, Batesville , Indiana 47006",Ripley County,Indiana,,,,,,,,,,,,,-85.221859,39.298852,"Corner lot, next to 5/3rd bank",Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,
301371,1/11/2021,2021,Putnam Farmer's Market,"1 Valley Park Drive, Hurricane, West Virginia 25526",Putnam County,West Virginia,,,,,,,,,,,,,-81.995042,38.440335,Front of Valley Park entrance,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,,,,
301372,1/11/2021,2021,Champlain Islands Farmers' Market - Wednesday,"501 U.S Route 2, South Hero, Vermont 05486",Grand Isle County,Vermont,,,,,,,,,,,,,-73.323048,44.661841,"Market is located behind church, with parking.",Faith-based institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;SNAP;Accept EBT at a central location;;,0,1,0,1,0,0,Accept EBT at a central location;,1,0,,,,
301374,1/12/2021,2021,Carrboro Farmers' Market,"301 W Main St, Carrboro, North Carolina 27510",Orange County,North Carolina,,,,,,,,,,,,,-79.077607,35.910781,"Located at Carrboro Town Commons, next to Town Hall",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301375,1/12/2021,2021,Richmond Winter Farmers Market - Winter Season (November - April),"204 S Second St, Richmond, Indiana 47374",Wayne County,Indiana,,,,,,,,,,,,,-84.900398,39.825813,"Starr Gennett Historic Site, located within the gorge.",Local government building grounds;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,
301376,1/12/2021,2021,Westfield Farmers Market,"36 Court St, Westfield , Massachusetts 01085",Hampden County,Massachusetts,,,,,,,,,,,,,-72.751662,42.119742,"Intersection of Court St and Pleasant St in downtown Westfield, MA",Faith-based institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301377,8/19/2021,2021,Eagle Springs Farmers Market,"13555 Valley Lodge Parkway, Atascocita, Texas 77346",Harris County,Texas,,,,,,,,,,,,,-95.194557,29.975941,Splash Pad Parking Lot,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,
301378,8/19/2021,2021,The Groves Marketplace,"11939 Madera Run Pkwy , Atascocita, Texas 77346",Harris County,Texas,,,,,,,,,,,,,-95.188057,29.957574,The Hearth at The Groves,,The Hearth at The Groves,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,
301379,1/15/2021,2021,Red Stick Farmers Market - Saturday Downtown Year Round,"5th Street and Main Street, Baton Rouge, Louisiana 70801",East Baton Rouge Parish,Louisiana,,,,,,,,,,,,,-91.185787,30.45195,located along 5th Street in bewteen Main St. and North St.,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,,,,
301380,1/18/2021,2021,North Albany Farmer's Market,"6980 nw hwy 20, Albany, Oregon 97321",Benton County,Oregon,,,,,,,,,,,,,-123.17882,44.63664,"This is for COVID safe shopping. No contact Booth pickup from you car.With uncertain times and safety concerns for customers & vendors, we have started a drive-through market with no contact pickup. Midway farms is sharing their easy access private driveway & property. Venders will set up alongside the length of the driveway. You will be able to order online and pick it up at each booth via vehicle. Please print off your orders and know which farm/vendor you have orders with.  No need to exit your vehicle for no contact pickup. There will also be some same-day availability of products. It is best to order online to ensure availability. We hope you join us to support the health & safety of our Farmers'.",On a farm from;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;,1,0,0,1,1,0,,0,0,,,,
301381,1/20/2021,2021,Jackson Food & Farm Market,"2708 Sherman Rd, Jackson, Wisconsin 53037",Washington County,Wisconsin,,,,,,,,,,,,,-88.171891,43.309792,"Jackson Food & Market is located in the lower lot of Lamm Gardens / LAMMSCAPES! in Jackson, WI.",Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;,1,0,0,0,0,0,,0,0,,,,
301382,1/21/2021,2021,Heritage Acres Drive-thru Market,"507 W B St,, McCook, Nebraska 69001",Red Willow County,Nebraska,,,,,,,,,,,,,-100.63187,40.199476,"Drive to the south of the McCook Christian Church, from west to east.  We operate out of the gym.  Preorder online Saturday-Sunday.",Faith-based institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,
301383,1/22/2021,2021,Gilmanton Community Farmers Market Association,"1385 NH Route 140, Gilmanton, New Hampshire 03237",Belknap County,New Hampshire,,,,,,,,,,,,,-71.332318,43.425347,We are located at the Gilmanton Year around Library across from the Elementary School.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,
301384,1/25/2021,2021,Hendricks Farmers Market,"Main Street, Hendricks, Minnesota 56136",Lincoln County,Minnesota,,,,,,,,,,,,,-96.426422,44.508647,corner of Main street,,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,
301385,1/25/2021,2021,Mt. Pleasant Farmers' Market - Island Park,"331 N. Main Street, Mount Pleasant, Michigan 48858",Isabella County,Michigan,,,,,,,,,,,,,-84.780178,43.607074,"Island Park, South Shelter",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301386,1/25/2021,2021,Mt. Pleasant Farmers' Market - Broadway Street,"Broadway Street between Main & University Streets, Mount Pleasant, Michigan 48858",Isabella County,Michigan,,,,,,,,,,,,,-84.776052,43.604433,Broadway Street between Main & University Streets,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301387,1/25/2021,2021,Greeley Farmers Market,"902 7th Ave., Greeley, Colorado 80631",Weld County,Colorado,,,,,,,,,,,,,-104.6891,40.424001,Greeley's Original Train Depot-downtown,Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,
301388,1/25/2021,2021,Larimer County Farmers' Market,"200 W. Oak St., Fort Collins, Colorado 80521",Larimer County,Colorado,,,,,,,,,,,,,-105.08019,40.586073,In Old Town Fort Collins in the parking lot of the Larimer County Courthouse,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,
301389,1/25/2021,2021,Cape Coral Farmers Market,"SE 47th Terrace & SE 10th Place, Cape Coral, Florida 33904",Lee County,Florida,,,,,,,,,,,,,-81.954459,26.564457,Downtown Cape Coral-Club Square,,City owned property,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,
301390,1/25/2021,2021,Down to Earth Cunningham Park Farmers Market,"Parking lot off Union Turnpike, Queens, New York 11366",Queens County,New York,,,,,,,,,,,,,-73.773482,40.7308,Near the tennis courts,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,,,,
301391,1/25/2021,2021,Vine Street Market at O'Fallon Station,"212 E 1st Street, O'Fallon, Illinois 62269",St. Clair County,Illinois,,,,,,,,,,,,,-89.908925,38.591615,"We are located at the east end of the O'Fallon, IL Downtown District at the corner of Vine Street and E. 1st Street.",Federal/state government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,
301392,1/25/2021,2021,East Vancouver Farmers Market,"17701 SE Mill Plain Blvd., Vancouver, Washington 98683",Clark County,Washington,,,,,,,,,,,,,-122.49377,45.615372,Located in the parking lot behind Hopworks Urban Brewery.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301393,1/26/2021,2021,Rittenhouse Tuesday Market,"1800 Walnut Street, Philadelphia, Pennsylvania 19103",Philadelphia County,Pennsylvania,,,,,,,,,,,,,-75.170843,39.950045,,,City park,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301394,2/9/2021,2021,East Boston Farmers Market - Summer/Early Fall,"Across from 201 Border St., East Boston, Massachusetts 02128",Suffolk County,Massachusetts,,,,,,,,,,,,,-71.039467,42.374945,Central Square Park (in front of Marshalls),Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,1,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,,,,
301395,1/26/2021,2021,The Fountain Farmers' Market,"The Singing Fountain, Philadelphia, Pennsylvania 19147",Philadelphia County,Pennsylvania,,,,,,,,,,,,,-75.163171,39.929934,On Passyunk Avenue at 11th & Tasker Streets,,Intersection,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301396,1/26/2021,2021,University Square Farmers' Market,"3600 Walnut Street, Philadelphia, Pennsylvania 19104",Philadelphia County,Pennsylvania,,,,,,,,,,,,,-75.194883,39.953276,,Educational institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301397,1/26/2021,2021,Jefferson Farmers' Market,"925 Chestnut Street, Philadelphia, Pennsylvania 19107",Philadelphia County,Pennsylvania,,,,,,,,,,,,,-75.156213,39.94994,,,On Chestnut Street,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301398,1/26/2021,2021,Mt Airy Farmers' Market,"601 Carpenter Lane, Philadelphia, Pennsylvania 19119",Philadelphia County,Pennsylvania,,,,,,,,,,,,,-75.196253,40.046156,,,In front of the Henry School,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301399,1/26/2021,2021,Gorgas Park Farmers' Market,"6300 Ridge Avenue, Philadelphia, Pennsylvania 19128",Philadelphia County,Pennsylvania,,,,,,,,,,,,,-75.221221,40.037308,,,City Park,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301400,1/26/2021,2021,Ambler Farmers' Market,"29 West Butler Pike, Ambler, Pennsylvania 19002",Montgomery County,Pennsylvania,,,,,,,,,,,,,-75.225298,40.153501,,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301401,1/26/2021,2021,Chestnut Hill Farmers' Market,"7673 Germantown Avenue, Philadelphia, Pennsylvania 19118",Philadelphia County,Pennsylvania,,,,,,,,,,,,,-75.196931,40.06776,,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301402,1/26/2021,2021,Bryn Mawr Farmers' Market,"775 Lancaster Avenue, Bryn Mawr, Pennsylvania 19010",Montgomery County,Pennsylvania,,,,,,,,,,,,,-75.317067,40.021168,In Amtrak Parking Lot,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301403,1/26/2021,2021,Rittenhouse Saturday Farmers' Market,"1800 Walnut Street, Philadelphia, Pennsylvania 19103",Philadelphia County,Pennsylvania,,,,,,,,,,,,,-75.170836,39.950039,,,City Park,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301404,1/26/2021,2021,Swarthmore Farmers Market,"121 Park Avenue, Swarthmore, Pennsylvania 19081",Delaware County,Pennsylvania,,,,,,,,,,,,,-75.348771,39.901671,,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301405,1/26/2021,2021,Media Farmers' Market,"Edgemont Street, Media, Pennsylvania 19063",Delaware County,Pennsylvania,,,,,,,,,,,,,-75.385551,39.917838,on Edgemont Street between Front & State Streets,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301406,1/26/2021,2021,Woodstock Farmers Market - Winter,"11900 Country Club Rd., Woodstock, Illinois 60098",McHenry County,Illinois,,,,,,,,,,,,,-88.435654,42.310266,"McHenry County Fairgrounds, building D",,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301407,1/27/2021,2021,Dickinson Square Farmers' Market,"1600 East Moyamensing Avenue, Philadelphia, Pennsylvania 19148",Philadelphia County,Pennsylvania,,,,,,,,,,,,,-75.151276,39.927056,,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,
301408,1/27/2021,2021,Green City Market Lincoln Park,"1817 N. Clark St, Chicago, Illinois 60614",Cook County,Illinois,,,,,,,,,,,,,-87.633865,41.915854,"The market is located in Lincoln Park, at the intersection of Clark St. and Lincoln Ave.",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301409,1/27/2021,2021,Green City Market West Loop,"115 S. Sangamon St, Chicago, Illinois 60607",Cook County,Illinois,,,,,,,,,,,,,-87.650439,41.880039,This market is located in Mary Bartelme Park.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,
301410,1/27/2021,2021,"BETHANY BEACH FARMERS' MARKET, INC.","601 castle court, Bethany Beach, Delaware 19930",Sussex County,Delaware,,,,,,,,,,,,,-75.056515,38.538397,Garfield & Pennsylvania Avenue,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,
301411,1/27/2021,2021,Lawrence Farmers' Market - Saturday Downtown Market,"824 New Hampshire Street, Lawrence, Kansas 66044",Douglas County,Kansas,,,,,,,,,,,,,-95.23448,38.96859,In the parking lots on the East side of New Hampshire between 8th and 9th Street.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,0,1,0,0,1,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,,,,
301412,1/27/2021,2021,Lawrence Farmers' Market - Tuesday Market,"1140 Massachusetts Street, Lawrence, Kansas 66044",Douglas County,Kansas,,,,,,,,,,,,,-95.235986,38.963018,Located in the Northwest corner of South Park,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,0,1,0,0,1,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,,,,
